word,sentiment
nukkukumaan,1
mohikaaniuusi,1
palvelijaluukkaalla,1
juutalaisiin,1
kaunoinen,1
riikka maria,1
kieltäytymis,-1
puoluepolittiisiin,1
holkkaa,1
amorfinen,1
rauhallismpi,1
romanttinenmonella,2
rakastetasill,2
himmeeksmiss,1
isooooo,1
laatikkomainen,1
haluatparas,1
vauvatuoksuinen,1
helpppiiiisss,1
kaiikki,1
laatitaan,1
kaunopuheinen,1
mustasukkasii,-1
vastuullaa,1
suurisuusuinen,1
hyväksikäytetyillä,-2
täyttä paskaa,-2
korruptiiviselle,-2
dyykkaa,1
vaaraaika,1
valluuttakauppaa,1
minuaitkin,-1
vastiikketonta,1
nukkunmaanmeneminen,1
uutinenmuuri,1
valuuttakaupaa,1
ottaamonen,1
krapulaaamu,1
maaalinen,1
huorahäntänen,-2
kesäkeskiviikkoinen,1
istumaaan,1
uusimaantie,1
peruukkimainen,1
kiinnostavampaa,1
trollaamiseksi,-1
laittasit,-1
aggressivisemmaksi,-2
hyväkouluttaa,1
uuutiset,1
sammmuttaa,1
polttomoottorikäyttöinen,-1
kraakkaa,1
korruptoituneiseen,-2
heikkomoraalinen,1
pahaluokka,-1
myrkyllistäki,-1
rakastaakaa,3
nauuranut,1
varraa,1
relluremppaamaan,1
lukkojentaa,1
viikkoset,1
hyväkas,1
varkaitavalehtelioitaoman,-1
skandinaavinentakki,1
visuaalinenmarkkinoija,1
maahanmuuttaneiden,1
maapalvellaliiketoiminta,1
kauniskasvoinen,1
kauneimpana,1
hautajaisis,-1
voimakkaakpi,1
asevelihenkinen,-1
viispiikkiseltä,1
osaaan,1
haukkailemaan,1
komea,1
avauussimulaatio,1
hyväkasvuinen,1
ikkkunasta,1
kavereitaeik,1
tehokkaampaa,1
kurjatuntuinen,-1
pahastimit,-1
laaaaaaaaaaaaaahoi,1
riitaantuu,1
kyyttö,1
hiekkaaavikoksisiis,1
epätoivottu,-1
manipulatiivinen,-2
kieltätyä,-1
poikkeavauusi,1
itksemään,-1
vastaakka,1
vastaavanlaatuinen,1
maksalaatikkkoon,1
kiikkin,1
vuorokaudessahauskaa,1
styylaa,1
maailmanlaaajuinen,1
tummmempaa,1
nopeastikkaan,1
jaakkolantieltä,1
pahalamminvuorella,-1
tuuppa,1
persvärkkii,1
humppamusiikkin,1
maahanmuuttovastainenuusi,1
kidutaa,-2
ylpeänäkö,1
itserakkaampaa,-1
hyväksymis,1
pyynikki,1
siittääpuuha,1
parhaaat,1
viissiinki,1
kostonhaluinen,-1
partyyy,1
kirkkkoon,1
eläin rakas,2
omaisuuttaa,1
lomautetaaneik,1
valens,-1
hyväksikäyttämällä,-2
helmikuussaa,1
kuuluuolethan,1
suursiivouski,1
peruss mamu,-1
sakramentaaalinen,1
vaatiia,1
kalkkiviivoillapystytyksess,1
poliitttisesta,1
ruukkaa,1
huutamaansamanlainen,1
viisaanpaa,1
urhokkaat,1
arkkipiista,1
rasistiluontoinen,-2
nuoruudesaa,1
kaunispiirteinen,1
venttiiliinen,1
vahinkossa,-1
vaatimuksii,1
tapahtunusukkatehtaalta,1
varmaaankin,1
cooool,2
prrrrrr,1
hidastuuu,1
haisttaa,1
duuniikä,1
viikkoselle,1
nöyryyttavemmiksi,-1
muutosviimeisten,1
kuumii,1
yli innokkaat,1
haapojaa,1
huuttaaa,1
tyhmätuntuinen,-1
laittoki,-1
poisroikkuu,1
jer jes,1
uuspotentiaalinen,1
voimaakka,1
huolestuttavaaa,1
vaassa,1
aiturisuuruus,1
parhaitaaaa,1
antiikkiaikainen,1
mahdolllisiin,1
bipolaariuusi,1
masennusherkkä,-1
rukkanenpolitiikka,1
rukkaspolititiikka,1
ampumis,-1
kosteuskestävä,-1
kiikalaan,1
maamainenuusi,1
voimaansaattaa,1
oppaaana,1
hyvännäk,1
suuripiirteinen,1
raskaaana,1
lipstikkaa,1
irrationaaliisa,1
toistaapakko,1
tuhola,-1
aikaansamaatto,1
huurustuu,1
aasiialaista,1
nahkaakki,1
idiotteja,-2
paskasia,-1
kauneimpaan,1
tärkeäää,1
paskaauto,-1
osalllistuu,1
niinpahimmat,-1
paskajärjestemän,-1
posiitiiviseksi,1
poikkeemaan,1
luonteeseenpiirteisiin,1
iloittaa,2
viharikolllinen,-1
siniharmaatakkinen,1
harmaatakkinen,1
uunimakkaraaenk,1
rauhatonna,-1
viikku,1
kiusaamisessavaikka,-1
asenneltu,-1
laitonta,-1
kuuulsotaa,1
uutinentyyppinen,1
seuraavaat,1
oloataistelu,-1
laittamaansellainen,-1
kaunihin,1
hautassa,-1
eeei,1
hyväasentoinen,1
vakuusroskalainaaalto,1
kuumotamaan,1
viisaas,1
raakaaviinaa,1
parkkkin,1
hiillihydraattilatus,1
työttömyysvaltainen,-1
super edullinen,1
hurmaaniseksi,1
ripsakkaa,1
väkivaltainenki,-1
hiekkalaatikkomainen,1
suuurituloisiin,1
jookostakookostapliidepliidepliide,1
vastakkaa,1
myrkynvihreä,-1
istuuntuu,1
huorapakkomielteisestä,-2
puolustuskykyinen,1
vahingossakulmakorva,-1
evoluutioituu,1
kuuluukummassa,1
asiallinen,1
virusvaarallisenmpaa,-1
vasemmsito puniikkki,1
vittumikä,-3
tuhonut,-1
polttannut,-1
kauheata,-1
kauniinmpi,1
ilonine,1
hulluhintti,-2
kohhtuuttoman,-1
vapaakirkkolainen,1
yhteinentyöhalukkuus,1
työttömällekkin,-1
harmmii,1
halvaannutamista,-1
tappelunhaluinen,-1
jälkisosoaalidemokraattista,1
nsrikosteknist,-1
rikostekninen,-1
vahiko,-1
selinssssinssi,1
vapaaaahelp,1
kuuluuki,1
hiihtoniilo,1
kuulemaas,1
pulppuaanalyyttinen,1
kyykkyhölmöillä,1
silkkka,1
tiukkapipouusi,1
neljäsviikko,1
väsyttäätaktiikka,1
iki iloinen,1
vaatttei,1
musiikkialoistavia,1
vaaikka,1
itsemurhaneli,-3
vaikkuttaa,1
varpaillaananarkismi,-1
vauvamuskareissa,1
suojaaa,1
suursäätyyppinen,1
halinto,1
itseriittoisaa,1
ooiiih,1
iiiiihana,2
piirtaaa,1
lausuntaantotilaisuus,1
valenttiuksipäivä,-1
paskemmissakin,-1
monikulttuurihyysäystä,1
autoliikkeikkä,1
baariinki,1
helläkätinen,1
ihanaaaivan,1
pahaa aavistamaton,-1
pariviikkoinen,1
suuruusjärjestyksesssä,-2
riippuvuusongelmainen,1
kalaalihaa,1
hakkaahuonolla,1
vastaankiihoittaminen,1
maallikkosaarnaajapohjainen,1
paskempaan,-1
uusitakki,1
valehteliaa,-1
komea,1
iloinen,1
nikkarointitilaa,1
viikkoloppua,1
vihoviimeisenä,-1
vaaarallinen,1
paskemmin,-1
usiikki,1
normaaliit,1
halinolliset,1
uuudella,1
meikkii,1
kalvaasirkka,1
kiinteistösijoittaa,1
kiekkuaa,1
varkkaat,1
sielutoman,1
kerjätäkielto,-1
suuruutes,-2
maakuullahomomies,1
rauhasanauusi,1
raiskausvastainen,-3
valentinen,-1
vastuuttavaan,1
skrubaamaan,1
hyväiltäksi,1
etelä aasiaa,1
lutkaillut,-2
manipulatiivisesti,-2
liiskaantuneista,1
luukkumallinen,1
kerjätä kielto,-1
laajakaistaisuus,1
laajakaistauusi,1
aikanaottaa,1
jjeeejee,1
vaappualiike,1
hauraammaan,1
tiiviiisti,1
kuulostaakintärkeämpää,1
myyydympi,1
digtatuurisiin,1
kauneimmatkin,1
iikkoo,1
uudelleenasentaa,1
kaikkiviisas,1
vastakkain asettelua,-1
terhaakkaana,1
puunjuurimainen,1
herkkäkuuloinen,1
paratiisivakuuttaa,1
paaaaaaaljon,1
kesäkevytmusiikki,1
paikallinenpolitiikka,1
huhhhuuh,1
tajuuuuu,1
asetekninen,-1
uuusi,1
iiiihaanaat,1
osiaaan,1
romanttisten,2
pahastimasilla,-1
posiitiivista,1
ikävvää,1
poltoaine,-1
arvuutusleikki,1
luonollisestikkaan,1
miieluummin,1
nato vihamielinen,-1
mäkkäriin,1
ihanaaaaaaaa,2
kiiltäväturkkinen,1
nukkumaanlaita,1
rikosvirkaomainen,-1
sydämmellinen,1
haukkuuki,1
parkkeraannut,1
luokkaantunut,1
kaunnita,1
liitto alkuinen,1
tiiviiksi,1
tyhmä,-1
vihaperäinen,-1
ystävällinen sävyinen,1
ennakkoehkäiseviin,1
huvitttaa,1
hajjoaa,1
viiiskymppinen,1
ruuhkaaokei,1
kiinnnittynyt,1
uusimaailma,1
vihatäytteinen,-1
radioaktiiviuusi,1
saanaa,1
kiinnostuneisuudeks,1
nyrkkii,1
viikkossa,1
radionaaliuusi,1
bileetviikkoloppu,1
omillekkaan,1
paskakäryinen,-1
vihaanen,-1
vaaraalli,1
muutaa,1
virtuaaliprofiilejaei,1
viiimeisen,1
hakkuherkkä,1
maadottaa,1
kukkuuu,1
hautakibvissä,-1
viikkoloppu iltainen,1
taleban kapinallisten,-1
ärsyttävää,-1
hehtaarii,1
rummaa,-2
hyväkisi,1
punkkaamaan,1
vittuila,-3
hilla hullu,-2
pahatekeväisyys,-1
asentautuminen,-1
assikkaalle,1
onnneleliiiiinen,1
kuumimillaan,1
kurjistuuu,1
poltettas,-1
humpaamaan,1
kuullakkaan,1
halinollinen,1
ilosanooman,1
halvahkon,-1
kiinnostaamutta,1
kertooo,1
jakkaa,1
periaaate,1
maartuuri,1
rakastain,2
väkivaltainenkuri,-1
positiiviisia,1
kurkkuuntai,1
viisaamat,1
ihailia,1
pienetäänitaajuudet,1
kuunkuiskaajtkin,1
kivaaaaa,1
suuntamiaan,1
voimakkaanpaa,1
romanttiselle,2
lataajii,1
suuurta,1
paskajutu,-1
viinaanmenevä,-1
itkukiukkuinen,-1
odottaaa,1
israel ystävyysryhmän,1
valehdellariippuvainen,-1
pariviikkoo,1
kauneimmalta,1
kaunispäivä,1
syöpäinen,-1
pahaaunta,-1
hymyrikas,1
lepsukkaa,1
jazzahtavaa,1
ärsykevapaa,1
aloittelija ystävällinen,1
kiiinnostunut,1
surullista,-1
halvausriski,-1
narsismihäiriöinen,-1
perversempiä,-2
polttoaineinen,-1
huumeriippuvainen,-1
öyhöttnyt,-1
tyhmia,-1
ruumiilista,1
mahtavaaa,1
nöyrytys,-1
kkusetettu,-1
samankuuloisiin,1
kusessakyseisen,-1
mahaasukki,1
hiiliniukka,1
maahanmuuttovastainen,1
huudataa,1
piilojuutalainen,-1
innovatiivinenuusi,1
kaunissöpö,1
maaninendepressiivinen,-1
super,1
suosittu,1
vahingoitujutut,-1
hauskannäköinen,1
valehtehtevat,-1
paskahaistella,-1
kovvii,1
mukavvii,1
tunkeitui,-1
laajaalainen,1
pahass,-1
juoppo,-1
huijareistanettiauton,-2
laihojavauvanruoka,1
asekuntoinen,-1
väkivaltanuori,-1
kaunissilmäinen,1
sutjakkaassa,1
laitoonpaha,-1
takkutukkainen,-1
hyväksikäytetään,-2
orjamainen,-2
valesairas,-1
mätääntyneimpien,-1
rakkauusi,1
narsistise,-1
kavereittensaki,1
helpottaamaan,1
iiihanaa,2
viisuksiaan,1
kusipäisyy,-1
terrorismiuhasta,-3
mukaviisaat,-1
nukkukaanhan,1
muumerkkinen,1
kauheanäköinen,-1
hyväksihavaittua,1
paskantärkeä,-1
gromattis idiotimis,-2
vihaamis,-1
katkerapystyn,-2
varmakostoa,-1
valmistellaaan,1
iihquu,1
paskamakuinen,-1
vappaa,1
aikaansaapa,1
hyväksiystäväksi,1
paskasen,-1
paskahousutmainenuusi,-1
maahanmuuttajaraukka,1
kiusaliselta,-1
loukkaavata,1
pervone,-2
vittulepteistä,-3
hyökkäysvoittoinen,-2
iloluotoinen,1
kusipäisyydestä,-1
rumat,-1
kuusessaa,-2
huotaaan,1
asiaankuulumattomille,1
pessimistinenimpi,-2
ystäväsmielinen,1
rikollinenkultalutkuttaa,-1
hihhuliuusi,1
vastaannssuvaitsevaisten,1
vapaaliikkua,1
hyvält,1
kalvakkaana,1
kaipaamaanlaittaa,1
runsaaasti,1
kukkokiakuuuu,1
viisuksii,1
vaaditaa,1
kunkuupytikka,1
halihiirulainen,1
kusihousuinen,-1
perinnn,1
paskaantuu,-2
narsistinenpiirteinen,-1
pettuveen,-1
demooninen,-1
rinnakkainenviite,1
vääkii,1
huuukkuuuu,1
rikkaampia,1
muikkuvastaava,1
viiikossa,1
suurellekkin,1
kalapuikkoviiksinen,-1
pahastikeskusta,-1
kusipullo,-1
rauhanaikainen,1
paskahajuinen,-2
itserakkaampi,-1
rauhassakyll,1
kusihajuinen,-1
kiinnostava,1
hauskaa,1
viinaapikku,1
super miehinen,1
likkaantunet,1
työttömyspäivä,-1
halauksii,1
kaverilt,1
saakkahieno,1
kommaripunainen,-2
hiiliharmaa,1
paskanhailee,-1
yllättyynenä,1
pedofiilinen,-4
viisas,1
pahauhka,-1
trollaajien,-1
inhoittavimmat,-2
huudetaa,1
arvoinenhuuhaa,-1
alaarvoinen,-1
reiluoloinen,1
surullikseks,-1
paskasella,-1
ujo ystävällinen,1
innokkaastisilloin,1
hyväepärehellinen,1
kuraaa,1
rivvii,1
hyökkäsis,-2
nurkkaanhuonompi,1
paskianen,-1
musiikkiluokkalainen,1
tämänviikkoinen,1
paskemmalla,-1
sinkkunaisii,1
uusmaalaiset,1
kotimaaassa,1
huorax,-2
kalliimmmassa,1
laariinent,1
huvittaavaa,1
arveluuttaa,1
elämyksellinen,1
viiimeyönä,1
hyppiii,1
pahakuuloinen,-1
iskääää,1
päivä ilta viikkoloppuinen,1
serotoniiniselektiivinen,1
demarivaltuuttaa,1
kiukkuinenuusi,1
oikeeaa,1
kymmisaaphaat,1
hyvä uninen,1
seuraavaalainen,1
hiilihydraattipohjainen,1
loukkaanunut,1
pakkoruåttii,1
kiitolllinen,1
hyväksikäyttäjärikollinen,-2
voukkaantunut,1
yhteukkaa,1
vaikutteelisuuksisiin,1
liikkuvainenuusi,1
teuvvvalaanen,1
myrkyllissä,-1
giganttinen,1
erikoinensairaanhoitopiiri,1
narsistisessä,-1
vauvastaa,1
vaivaaaaa,1
ystävilllä,1
varikkaat,1
riitahaastaa,1
idioot,-2
noviisii,1
tyhmänäkö,-1
istuinoosaa,1
mustaasaaseen,1
rikoseen,-1
paattaa,1
palauttaamaan,1
ukkkeli,1
sinuuu,1
vahinta,-1
keskustellapalstaviihtyvyys,1
huumorintajjunen,1
turvapaikkaantaa,1
illuminati symboliikkaa,1
avrokkaana,1
epätoivottava,-1
murskaantuut,1
ottaaapas,1
vaarallisempaa,1
vauvavalellaharhaoppi,1
paskasissa,-1
inhoittavan,-2
tiukkapaikka,1
saannuut,1
kusetuspelistä,-1
rauhallien,1
ainakaaan,1
normaaali,1
kuunnellla,1
uuusimman,1
sielusans,1
harmittomalta,-1
liikkuvus,1
striimaamaan,1
väkivaltariklollisia,-1
saakkaa,1
sensaatiomaisiia,1
luokastakaunis,1
mamu vastaiset,-1
ukkksi,1
hulluuusi,1
ystävälistä,1
oikeudenkyntikulut,-1
poliitiinen,1
hyväksyttömät,1
viikkoloppuiltainen,1
vaaatia,1
liittyisimmemiss,1
bykkaa,1
sosiaaliradikaali,1
valepiristyä,-1
herrrrkkuullinen,1
uusijuudascpi,1
juudaana,1
uusienjuudaidencpi,1
öyhöttävän,-1
vinkeänkiihkoilevansuomalaisuudenjaruotsinvihanliiton,1
institutaationaalinen,1
yllättävänh,1
kertomaaan,1
kustaanmiekkaan,1
ruuturiippuvainen,-1
paskaa,-1
ruikkuaa,1
musiikkillista,1
kivvaa,1
verkkosukkahompppeli,-1
suurimmaaksi,1
iiteekuplaa,1
huuhaa aikainen,-1
hyökäytty,-2
vale sairas,-1
pedofiliset,-4
surmapositiivista,-2
pahantapainen,-1
tyhmaa,-1
hyväkuuloinen,1
valelikinäköinen,-1
vittullessa,-3
hyväksikäyttöhenkinen,-2
hyväkroppaisuus,1
nikkelivapaa,1
ampumaratasiell,-1
haukkuukki,1
mitääläheisriippuvaisii,-1
ilone,1
kauneimmilleen,1
hiippumaan,1
ikäväää,-1
hiilihydraattitietoinen,1
vähähiilihydraattista,1
positiivinentakki,1
huumorintajuu,1
kauheaa,-1
vampyyrinkusemaa,-1
rumastikkin,-1
huoratalo,-2
surulinen,-1
veroparatiisityyppinen,-1
vittulainen,-3
spektaakkeliomainen,1
halpa pillu,-1
lupaavaa,1
vainola,-2
hyvämuistinen,1
pedofiilian,-4
huolehditakkaan,1
rumalt,-1
kalliisii,1
rauhanturvaamaan,2
rauhaliseksi,1
valentinolainen,-1
paskaaaaaaaaaaaaaaaaaaaaaaaaaaa,-2
yllättävän,1
ahneilleliikaa,1
laajennetaanlis,1
ihaaaaaaaaniiiiaaa,1
hyväsoini,1
kiinnostaiis,1
joulusuukko,1
ikkkuna,1
keppannaa,1
kaunisolisi,1
suuuunnaton,1
vastaaaville,1
piikkisuora,1
ettäkotimaassactapahtuu,1
nazi,-2
vastaaapalainen,1
vihafenno,-1
ainiii,1
suojaosuudenkk,1
paskahimman,-1
kepuvaltuuttaa,1
pahakiäli,-1
viimekkin,1
buhahahabuhahahahbuhahahaahahbuhaaha,1
kunnioitettavaa,1
poliisivapaa,1
normaaliin,1
raajarikkoinen,1
kerjäläinenmustalainenrosvo,-1
kakkonenlaatuinen,1
tuhokaseen,-1
muunkaanlaisia,1
ylllätys,1
hakataa,-2
suurimakksi,1
vaatimattomaann,1
solidaarisuussyinen,1
suurrähäkkäruotspohj,1
kasaaan,1
huooooh,1
kottii,1
vähähiilihydraattisellä,1
eusktajapaikkaan,1
uusimaatulli,1
uusiuutukainen,1
negatiivinentyylinen,1
myrkyllisista,-1
viiikko,1
samaaan,1
orjentautua,-2
extra palkkaa,1
kuuluu,1
vainottuille,-2
virtuaalirahaa,1
huomaavaisii,1
suollaa,1
logistiikkka,1
ahmimisiii,1
viipurii,1
kiinnostaa minunmieheni,1
iloiseksiettei,1
hähhäää,1
vittuimainen,-3
ameriikkalaisista,1
vapaatyylinen,1
inhoittavampi,-2
tutustumaaan,1
sulinapaska,-1
keskiviikkonaen,1
epätoivoton,-1
pahaste,-1
pikkuremppaa,1
idioottirutsinkieliset,-2
suurmmin,-2
viisveisaavat,1
varaaa,1
tyhmemipiä,-1
kymmenviikkoinen,1
liuttaa,1
sensuurinapi,-1
vääkivaltaa,-2
suomi horo,-2
iki ihanaa,1
demoneiden,-1
kekkeruusi,1
hyväksiei,1
hauskka,1
ilotunteinen,1
kehitysmaaapu,1
moooonta,1
klikkaa,1
väkivaltapelko,-1
naamaase,1
uskntokritiikki,1
kuunnellkaa,1
halvallakin,-1
hinttimäinen,-2
viikkomyöhä,1
raajarikkoinenuusi,1
tuskahikinen,-1
halissa,1
huumaaine,1
normi rasistinen,-2
myrkyinen,-1
aseteut,-1
heeeei,1
pahasta,-1
simpsakkaa,1
viholisen,-1
terroritiuha,-3
droppaamaan,1
superkaalliissa,1
tiijäjatiijä,1
rasististisena,-2
sheikkaava,1
paattii,1
yllätteän,1
suurinpiirteinja,1
monokulttuurisuus,1
munnaa,1
tampere kaunas,1
iekkikii,1
baby face,1
kkuseminen,-1
vakuuttuneisuus,1
suuruusharhainen,-2
mustasukkaisuusharhainen,1
hyvältäahhh,2
asikkaana,1
paskimpana,-1
nreilu,1
hyväkuntoset,1
heikkompaa,1
rikollinenvirkaomainen,-1
passiiviinen,1
kosteahko,-1
maankattaviin,1
huudaan,1
vapaa maaquakenet,1
vapaa maa,1
seksuaallisuus,1
pahaansa,-1
kaajee,1
näkkärii,1
vahvistaaaika,1
videomateriaaliavaaaaaaaaiiiiiiiiiiiiiiiiiii,1
suomalaisuudenliittolaisiskis,1
kiinaturkkilainen,1
vankkkojen,1
vankka,1
halvalla,-1
kyrpämittainen,-1
sielulainen,1
peliriippuvuussairas,-1
itserakkaaseen,-1
henkkkareita,1
tankkii,1
vauvailevia,1
viikkoo,1
muusikkotaitoinen,1
motltodiitaa,1
stressiperäinen,-1
vaakkuri,1
terapeuttilaatii,1
logiikkalainen,1
partaagamaan,1
hyvännägösii,1
vahimassa,-1
kuudesluokkalainen,1
vaaraalinen,1
mopiilillaajakaista,1
miehenihaukkuu,1
sallittuasaadaan,1
vähähiilihysraattinen,1
innokkaamin,1
tiinaa,1
jakauniimpaa,1
kyrpäimeä,-1
hurrrrjaa,1
taajuusriippumaton,1
taajuusriippuva,1
tehokkaaman,1
ihailtavaa,1
taulukkopalkkainen,1
narsisitisia,-1
narsisti vanhempi,-1
narsisitinen,-1
uudenpaan,1
maanlaajuinentakki,1
avoliittolainen,2
asenneongelmainen,-1
suurvaltaaika,1
pahaasta,-1
suurimpiirtein,1
mihinkkää,1
liikahtaaenkä,1
spurku,-1
lapsirakkaat,1
musiikkiliikefi,1
polttoainekuitti,-1
suuuuri,1
viisaanpia,1
paikallamiss,1
mitallii,1
viivelllä,1
rakastetava,2
vaikeeeeeta,1
kututtukkaa,1
kokonaaan,1
painaaa,1
terroristijohtoinen,-3
harmaatäplikkäinen,1
vähävaatteisuus,1
viittiikkää,1
viimeviikoilta,1
suututtaaa,1
kuullla,1
hurmaalla,1
annesaarikkomartatinetfi,1
suosikkuusasemaa,1
tujakkaa,1
idioottivanha,-2
mieluisaampaa,1
vihasia,-1
nukkukkaa,1
hyvänmakusta,1
hyökäävä,-2
flirtimpi,1
maahanmuuttajtaustaisilla,1
viissii,1
valetieteellinen,-1
sekaantuasyytös,1
thaimaahaa,1
vaatiiiiii,1
shokeeravat,-1
kiinnostaaen,1
hyvälaata,1
pakkoauttaa,1
henkkimaan,1
uudestisiinnyt,1
haittaakka,1
vahinngoittaa,-1
vahingoitaa,-1
tyylikkät,1
palkkapoliittinen,1
pikiimunaisuusvitsi,1
tuhonnut,-1
kuitenkaaan,1
nuorisopoliitikka,1
kaappiraakile,1
kiiinostunut,1
paikkaansakka,1
rauhalinen,1
puhtaastii,1
haavoittuaherkkä,1
normaalikuuloinen,1
poliittiinen,1
pahavalta,-1
väkivaltainenuusi,-1
mainostetaaan,1
masennus diagnosoida mies,-1
kuitaamaan,1
vihollinenjengi,-1
pelkkkä,1
iskuvippi kaveriluotto kottivippi,1
niisiis,1
maanisdepressiivisejä,1
kalalaatikkopäinen,1
inhokkiuusi,-3
kiurukkaat,1
autovaraoasliikkkeess,1
suurmaanviljeliä,-3
maahanmuuttajaenemmistöinen,1
demonistisesta,-1
ooooooooooo,1
viekkuu,1
lapualaaaset,1
tietoakaanhukkaan,1
arvakkaa,1
aggressivinen,-2
suvaitsevaisä,1
asemoitunut,-1
kasaari ryssäläisestä,-1
voimakkaanpi,1
bookkaavat,1
terroristivapaa,-3
kerjäläinenkielto,-1
pettynytkannaattaa,1
vasarahydrauliikka luiskahyrdauliikka,1
niintuntuu,1
vainoharhailla,-2
rahaton,-1
suklaaa,1
henkimaailmaailman,1
pahasuinen,-1
laitommasta,-1
hotelliamiss,1
kaveripohjainen,1
analyysiävaikka,1
myrkkyvärinen,-1
dddddddddddd,1
jeeeeeeeeeeeeeeeeeeeeeeeeeeeee,2
leikkaa liimannut,1
runasahiilihydraattisella,1
kuulemahihihihiihihihihihihihhuhuhuhu,1
viiuuuh,1
hyväksikäytän,-2
kertaakaa,1
maaalli,1
kurapaskaakuraa,1
onnettomuusherkkä,1
hyvälä,1
tappeluttaa,-1
korruptio kapitalistinen,-2
huomaavainenuusi,1
kauniskavoinen,1
rumanaamainen,-1
korruptiorikollinen,-2
kauheat,-1
tekniikkapainoitteinen,1
laajenpaakin,1
viikkopituinen,1
kokaiinihuuruinen,1
dyykkareiden,1
kärsimystäyteinen,-2
rikoskomissaario,-2
vauva aiheinen,1
siirtaa,1
kurjapaikka,-1
itkunen,-1
sakpakkonaittaa,1
liittovastaava,1
slaavikaihoherkkä,1
kummallisuuksii,1
buukkaillut,1
ilotuulinen,1
kysyyy,1
loukkavaa,1
viimeviikkona,1
piikkimäinen,1
petturimainen,-1
masennusperusteinen,-1
uusmaalaisista,1
vuonnaihanaa,1
rasistinentyyppinen,-2
lastevaateliikkeitä,1
huutamaansen,1
narsistinentasoinen,-1
kiinottavampaa,1
pelastajaalikainen,1
sankarimainen,1
leikaamautumaan,1
pahinmasta,-1
mokkkuloista,1
rumakaatokin,-1
ahtaajaraukka,1
suukkoi,1
vaaalea,-2
liitoskeskustellaaika,1
voimkkaat,1
uuudestisyntynyt,1
epätoivoivoisia,-1
rauhauskovainen,1
paskemmassa,-1
seksuaalirikollisuudessa,1
maailmaasyleilevä,1
ohentaanakki,1
kiinnostaaostan,1
loigiikka,1
junkkaa,1
rrraaakas,3
koiraagressiivinen,-1
kiusatatoimi,-1
kuultukkaan,1
maahanmuuttajavihamielinen,1
huoramaisen,-2
ristiriitainentakki,1
surullista,-1
suukuivaa,1
seuraaavissa,1
huhhuuu,1
ampumallakanta,-1
zumbaaa,1
virtuaalivihamaailman,1
avioliitonut,2
vaihtelekkaan,1
blokkii,1
pariaviikkoa,1
paikkaakiitos,1
voimistuuu,1
antiikkiliikkeinen,1
missukkaa,1
huijjari,-2
hyväkseeen,1
viikka,1
musiikkivieras,1
kusemiiseen,-1
ystävällisin,1
vihannesmainen,-1
tekniikkasidonnainen,1
kiinnostaavk,1
työttömyysaiheinen,-1
haastteeliinen,1
pessimistikseksi,-2
selluliitttiperseinen,-1
yleellinen,1
aseetonna,1
laitton,-1
väkivaltasia,-1
pahankurinen,-1
pahatapainen,-1
syöpävaarallinen,-1
helläluonteinen,1
populaarikulttuurinen,1
vässykkämäisyys,1
kaksiviikkoisessa,1
syntikeskeinen,-1
nopealiikkeinen,1
kaunehintaan,1
paskakristitty,-1
onnnellinen,1
mahtavaaaa,1
vihoviimeisessä,-1
vähähiilihydraatinen,1
aktiiviivista,1
hyväksikäytetystä,-2
itkasta,-1
valeisänmaallinen,-1
narsistipaska,-1
iiiiiiihanaa,2
hyväksikäytettyä,-2
pahaakseli,-1
syöp,-1
isänmaaan,1
äkkijarruttamaan,1
pelastamis,1
maahamuuttajii,1
hiilihydraattirikas,1
vaaraavat,1
liikkene,1
kiusia,-1
hotellistahalvalla,-1
blaablaablaaa,-1
nukkuakkaan,1
inhooma,-2
kuuskymppii,1
uteliaisuuskiinnostusbuzz,1
laittaut,-1
holvaantuu,1
lomaaika,1
jovaatii,1
sulavaliikkeinen,1
viivakkeen,1
hallelujaaaaaaaaaa,1
hiilarishittii,1
fyysillisiin,1
kohtuuulliselta,1
hyötyhakuinen,1
pervoiluja,-2
kusetaa,-1
kauniimaksi,1
jonnijjoutavvoo,-1
riitttävän,1
iiihana,2
paras,1
kommari,-2
kaunismeill,1
paskasekainen,-1
painukaahaan,1
vaatimuksetmiss,1
empaatiinen,1
viholisten,-1
hyväluontoinen,1
rikollinenvaarallinen,-1
kauniin,1
vihaseks,-1
ystävällisia,1
epätoivoinenimpi,-1
nolooo,-1
kusetusjutut,-1
yllätsenä,1
pettuvetinen,-1
epätoivoivoisilla,-1
laajalevikkeisempi,1
hyvägraffainen,1
tsurumielinen,-1
itkuisa,-1
hyvähankkeinen,1
maahanmuuttajakriittinen,1
itsemurhaa,-3
valelentäjyys,-1
kuumapakkaus,1
ongelmainen,-1
kavereitanikes,1
hyväerinomainen,1
monikulttuurisuusmyönteistä,1
liottaavelka,1
kaikkiparas,1
hyökköysvoittoisemmin,-2
itkettamaan,-1
muukalainenepäluuloinen,-1
vauvakastaa,1
viisauttaaaaaaaaaaaaaa,1
iiiihanimman,1
paskanta,-1
hyysäreillekkin,-1
yllättävviä,1
mälsäää,-1
pahanrahan,-1
syöpiksellä,-1
vapaaaaaaaaaaaaa,1
epätoivoinen,-1
kaukaaviisas,1
solidaarisuuttaa,1
maahanmuuttajasolidaarinen,1
hiilivapaa,1
mukava hyvä,1
valeraskas,-1
seksuuaalinen,1
idiootimpi,-2
hyväksikäyttävä,-2
