word,sentiment
liittykaa,1
kostempi,-1
terrorioiva,-3
kostokipeä,-1
työttömilla,-1
vittusoikoon,-3
suruliset,-1
idiottimaisesta,-2
paskajäykkä,-1
hauskaamutta,1
kosteusvauriomikrobisaasteinen,-1
iiihanat,1
ampuauhkaus,-1
inokkaana,1
narsismipsykoottinen,-1
ystävyyspohjainen,1
vittumaisennnköönen,-3
rikkipoikkiväsynyt,-1
hyvämallinen,1
hyväksikäytettävämmän,-2
kaunehin,1
uusmaalaiseksi,1
vuhdikkaampia,1
näsäviisaaimmat,-1
pahaatänäkin,-1
iloinentakki,1
rauhallisia,1
mamu vastaisia,-1
lomahyvä,1
huijaajien,-2
kiusallist,-1
kaunisikä,1
hyvämenestyä,1
mätäpatti,-1
paskaisi,-1
gay ystävällinen,1
orjatyölainen,-2
jeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,2
huippu upea,1
hyökkösi,-2
kusipä,-1
idiootti amis,-2
kauneinta,1
hyvä ääninen,1
poikkeaavaa,1
trollailu,-1
esimkaunis,1
orjatyä,-2
hauskahieno,1
kerjäläis,-1
raiskaustalammilainen,-3
äkkiviisas,1
kuumapäisemällekkin,1
viholliselta,-1
parempigrafiikka,1
positiivisempaa,1
omaanpesäänpaskojaa,-1
valenikit,-1
rikolisten,-1
öykkäreitä,-1
hauskaniminen,1
itkupilli,-1
vittuillatiede,-3
vihane,-1
rasisttia,-2
pahasuova,-1
huippu,1
hoikkaa,1
porikaunis,1
tiukkapersiistä,-1
vaaratontakki,1
liipaisinherkkä,-1
kusikuuma,-1
väkivaltarikoseen,-1
narsistiparka,-1
kerjäläinenprinssi,-1
tyyytymätön,-1
tuuheatukkainen,1
hyvälaatinen,1
idioottitai,-2
nuorempaaa,1
rasistine,-2
ökyrikkaisiin,1
kiusatahaluinen,-1
kunnianloukkaussyyllinen,1
aseeliset,-1
kokaiiniriippuvainen,-1
hyväki,1
laittaakko,-2
hautajaisisten,-1
hauskaaseuraavaksi,1
kiintiöpintaliitoidioottiblondi,-2
kuolikausisaldo,-2
hyväksiluku,1
viiime,1
viikkolla,1
koijaamaan,1
viisaisinkiin,1
kiivaamminihanat,1
auringonkultaamaa,1
vainomaksi,-2
yhdemuuttaatakki,1
niukkaa,1
ooooooooooooo,1
niukkamaalinen,1
syntiinlangennut,-1
maamyydä,1
paskana,-1
raiski,-3
kurissapitäminen,-3
viisaaampana,1
peittääddddd,1
akuankkaa,1
varokaaaaaaaaa,1
sinkkuutu,1
buhuuu,1
buhuuuu,1
kannaataako,1
raaadollisen,1
nuoltaviksimiss,1
paakkiselle,1
hyväksikäyttökiellostä,-2
vapaaehtoinenporukka,1
kruunukorkkinen,1
liikaapalkattomat,1
tolkullapaskaan,-1
xl vaatteisiin,1
saappikkaat,1
lego arkkitehtuuri,1
perusteellla,1
hyväksykkään,1
paaaaiiistaaaa,1
vl liikkeellä,1
laitostaminen,-1
murha kustaa,-4
iiian,1
eu fanaatikko,1
ikävääääääää,1
kiusaamis,-1
laittauttaa,-1
kirkkaanvärinen,1
liikkuaväline,1
viimeviikkojen,1
tiskaamaankohta,1
ihananam,1
maahanmuuttajiemma,1
suurperheeseeen,1
demonimainen,-1
mustasukkaisellekkin,1
kiittaa,1
alueellaaan,1
uuuuu,1
tiheäpiikkinen,1
valery,-1
uudeksihuutoäänestämä,1
haettaann,1
sosiiaalipummien,1
yllätävintä,1
paskavatkaajien,-1
rikollinenoikeudellinen,-1
valehteletsekoita,-1
paskahi,-1
aukilaittakaa,-1
haittaasaattaa,1
huuiia,1
sielunvihollinenmainen,1
valehdullut,-1
joulukuussaa,1
junnnaan,1
hyväkulkuinen,1
maaalainen,1
raskaanaolevaa,1
maakunnallistaa,1
vittuilla nainen,-3
sulklaanruskeaa,1
rauhaomainen,1
sekopääen,-1
svedupetturi niminen,-1
kaverimielinen,1
hiilidioksivapaalla,1
moobiililaajakaistassa,1
vingunttaa,1
sosiaalidemokraattejen,1
iloitsei,1
mustasukkaisuuksissan,1
kyytiinjoutuu,1
epätoivotumma,-1
isotrikkaat,1
vakuutusvastaava,1
vaaauuuuutsiiiiii,1
kuunaa,1
maatalouspoliittinen,1
vihaselta,-1
halvantuu,-1
viittavaat,1
suututaa,1
nsehdoton,1
vastustikaaan,1
ukkonenhuuli,1
huomaaaaaa,1
vaatekaapppeja,1
israel ystävyydessä,1
iloisa,1
suuruninen,-1
kkuukaudeksi,1
hogaamaan,1
vainotaharhainen,-2
polttaauutinen,-2
pinta asentaa,-1
vqquktuii,1
idiooteimpine,-2
aukeakkaan,1
kemiaabiologiaa,1
huuhaa uskoinen,1
loukaavaa,1
masennuskenkaltaiset,-1
caapua infoaandefault,1
suuretholtiton,-1
vaapaaksi,1
suuuuuri,1
kauheaääninen,-1
suoraastaan,1
hyväkroppanen,1
rakasta,2
kostroman,-1
iloimmanut,1
hiiivoiman,1
tyypuhtaasta,1
velka kusettamalla,-1
innokkaasat,1
kommariparka,-2
typerätä,-1
rokkaaa,1
kauneimma,1
ollukaankuullu,1
naarikka,1
kiinnostaaorg,1
dnaaalta,1
vastaalinkki,1
viiimeisimmässä,1
saaapunut,1
hyvällämielleä,1
paappalaa,1
veroparatiisirahoittaa,1
idioottieja,-2
osaavaampaan,1
syntymähullu,1
anonyyminenuusi,1
korviahuumaava,1
paakukkaat,1
baatasalpaajaa,1
hiikihydraatipitoisia,1
kiinniliimattuina,1
rinnakkaisluokkalaisee,1
parhaankaverinkaa,1
hiilihydraatitglykogeeni,1
erikoinenpoliisijoukko,1
hyökkämässä,-2
vapaamuuraribildenberg,1
ajaamaan,1
masennuspainotteinen,-1
surkeeaa,1
suuruudenhulluihi,-2
pahimasta,-1
ihaileen,1
kukkapekkejä,1
startuuttaa,1
vghxqiittttufeatureplayer embedded,1
hyväksikäyttäneitä,-2
hyvälät,1
katkerana,-2
hyväksikäytettöön,-2
omaakka,1
vapaamuurali,1
surkeaampaakin,1
selväää,1
hyväkses,1
paskasesta,-1
vaihtaakkin,1
irtileikkaaminen,1
liibalaabaa,1
arvokkalla,1
paaska,-1
tuhoamis,-1
vvmfhhgjy,1
vittuillakommentti,-3
piikkihullu,1
ainakkii,1
hyvämaineisellä,1
suomalainenkritiikki,1
rumaaa,-2
tehokkaanpi,1
kaverimainen,1
moraaliinen,1
rokkavaa,1
ruumiinkuvaoireinen,1
mustaasaaren,1
paskakäytöksinen,-1
itkuvirtttä,-1
suurmaanomisajilta,-3
impivaaralainenuusi,1
hyvänlaatunen,1
syömääään,1
vastatkaaa,1
maanpintasuuntainen,1
kusetustamin,-1
uuusipaavalniemi,1
uusimaauutinen,1
rauhasta höpisevä,1
kamuu,1
suositelkaaehdottakaa,1
vaapaalla,1
ääri kieltävä,-1
hauskaaa,2
aaainaaakiii,1
luhurikkaan,1
vihainenen,-1
työttömistä,-1
loukkaantunut,1
suusoittaa,1
insinööööriks,1
kiikkilältä,1
hellämielinen,1
rakastettavan,2
paskakaanaluksi,-1
iso sattuu,1
suurisuuntainen,1
tyhmuyyteni,-1
himaanii,1
super tehokas,1
vihollinenuusi,-1
masennusääkkeitä,-1
sijasta stressaantunut,-1
nollaaaaaaa,1
poliittiisessa,1
ihannemiehenikauniista,1
kannattaavaa,1
työttömisksi,-1
haalinta,1
tukkipuukelpoinen,1
maailmanlaajuisest,1
läheisyyyttäs,1
viha mielinen,-1
vahingillisemmaksi,-1
vittuuntunena,-3
hurmaavakaunis,1
vieraallaa,1
kaverinka,1
perverssimies,-2
vastarintaaa,1
tuhotyä,-1
kuollutvoimia,-2
varttuakkaan,1
kannaataa,1
lahjottas,-1
maailankuulu,1
pilallemenneistä,-1
halvempaaa,1
puhuessaaan,1
raiskaus hyysäri,-3
putsaaa,1
tuhotunut,-1
uraauurtava,1
tyyytyväisiä,1
kusistondiksella,-1
vihalietsonasta,-1
viimekuukausien,1
ehdikkaaksi,1
vihapuhella,-1
uuteentosiraamatulliseen,1
ihmeeeeelllliiistä,1
ihmeellinen,1
pahimmssa,-1
hukkaanheitetty,-1
työttömienruolala,-1
rakoilemaanloukkaavinta,1
iiiiiihana,2
pahaaon,-1
puhdikkaampi,1
kauneimmissa,1
huijjaus,-2
hyvälääketieteellinen,1
suomeaampuminen,-1
vaanhaan,1
raiskausaiheinen,-3
ruunsaat,1
kusetuskikka,-1
peräänkuuluutti,1
koukkunokkainen,1
hyväjoulumieäli,1
riisii,1
kusetettaa,-1
kaikkeee,1
hyvä hyvä,1
vauvavuosi tupla,1
vastarinta ei voi muuta kuin nauraa liike,1
vittuttaa,-3
hyvältäpalta,1
suuntatuu,1
ihanaamiehell,1
hirrrrrrrrrrrmuinen,1
liikaaaa,1
sosiaaliavustaa,1
paskanveen,-1
halibileistä,1
ihanaaonks,1
pettikinen,-2
maataluspoliitinen,1
kuoriintuu,1
asevelvolvollisuus,-1
sensuroinoinin,-1
ukkonenmyrskyjenkki,1
kokoaamaan,1
kiinnostaalaitan,1
inhottavia,-2
miittaamaan,1
vastaavaatoiveena,1
kiukkuumista,1
ennakkkomaksu,1
eraaaseen,1
iloisiaolkaa,1
sabomkin,-1
kaverei,1
siistikuuloinen,1
kosteatila,-1
iiisoa,1
uudelleenohjelmoittaa,1
paskantamis,-1
kulujakaaan,1
valtiollekkaan,1
pask an,-1
mistäpaikkaa,1
paskemmaksi,-1
itkimies,-1
itkettiinmies,-1
islam maaailman,1
valekristillinen,-1
repuuttaa,1
viinipänikkä,1
vanhanajjaan,1
tyhmät,-1
lehtosuukko,1
lomaltapalanneelta,1
super raskas sarjalainen,1
rauhallisna,1
puulaakitasoinen,1
pikkurikollsuus,1
periiaatteella,1
syylllistetty,1
kasvupaikkanaa,1
uskovatsurullista,-1
homoseksuaaliuusi,1
iiiiiiiiiiso,1
verisuonitaatiir,1
verisuonitaatii,1
uudestaanennen,1
maailmaalinen,1
osaliistuu,1
kallii,1
hyvähermoinen,1
runkkaamis,1
laittaaled,1
whaaat,1
mukavaaa,1
viisaa,1
oujeeeeeeeah,1
viikkon,1
aggresiivinen,-2
kiinnostumattomuutein,1
sekopeät,-1
lukkouusi,1
vastaavaakattolamput,1
pahamakuu,-1
viimeisekki,1
sensuurivapaa,-2
kukkausiliitteessä,1
joulupukkiinsaatikka,1
kiiire,1
viilentaa,1
kunnallinenpoliitikka,1
heikkalaatikon,1
sööttii,1
laatikkomallinen,1
eu kerjäläinen,-1
viittu,-3
kerjäs,-1
propagandamainen,-1
musiikkiaiheinen,1
erikoinentekniikka,1
hyysäripiispan,-1
itserakkaasta,-1
vastenmielinenn,-1
nöyryytys,-1
hurraaa,1
valekeskustaliuusi,-1
valikko asetukset alkuperäiset,-1
muuakka,1
kiinnoostaa,1
valkeaaa,1
valetyötön,-1
positiivisuustoiveisuuspuuska,1
haasteeellista,1
uusimerkkinen,1
kiusallisiausein,-1
ahdistuspaniikki,1
katkerakatkis,-2
parass,1
joukkomurhaava,1
vapaanpaan,1
pilkkaa,1
kuushukkalasta,1
vaalivoitaa,1
rikollinenluonteinen,-1
hankkeisiinitse,1
vihavoipa,-1
siipirikkoinen,1
takaaajosta,1
inariviikkojen,1
materiaaali,1
raiskatatapaus,-3
viikkonloput,1
uhkaaa,-2
uhkaliee,-1
pedofilianvastainen,2
pedofilianvastaisissa,2
yllätyksiäki,1
mustamaalaavaalle,-1
palestiinalaisuudesta,1
paskahousutmainen,-1
valepaa,-1
vahinkosurullinen,-1
perrrrsut,1
vauvvan,1
laitosmainen,-1
paaryhmaa,1
vahvuudeltaa,1
maltaatviinietikka,1
sensurantti,-1
paluumuuttaa,1
hyväksikäyttöriski,-2
epänormaalinen,-1
naurainen,1
vaaanha,1
sielullinenikä,1
järkkärii,1
viikkoloppuöinen,1
suunnittelemassaa,1
uusiokäytttöön,1
babykonialainen,1
haapasepikkä,1
murhapolttaa,-4
viihtyvyysent,1
asiaankuuluvammat,1
kuuluuperussuomalaiset,1
hautajaisetvirsi,-1
kiusaajalt,-1
traumaatttinen,1
huumavaan,1
viikkoaihan,1
kapinallisten,-1
kymmeneviikkoinen,1
mukaaaneik,1
mrjjabeaivvi,1
originaalikuuloinen,1
ddddjdk,1
muurhaisia,-4
trollaattoreissa,-1
blaalaa,1
vastaavansuuruinen,1
uudelleenmaalattava,1
monikulttuurisuuskoulutusmateriaalivastaava,1
vale valtuutettu,-1
uusiintunut,1
paskottanut,-1
perkkkkkkeleellistä,-2
rumaksi,-1
kauniskuu,1
paskimmaksi,-1
hoitopaikkaavaikka,1
ihailijapaska,-1
laadukkaitasiis,1
rumapuoleinen,-1
kerjäiläinen,-1
mätäsiä,-1
nöyryytämiseksi,-1
kiusalliselsta,-1
hyväkoulutteinen,1
rikollinenkullimussuttaa,-1
herkkäään,1
pahimpiakyll,-1
pahasydäminen,-1
valtsikkaa,1
laapustaa,1
koviii,1
karmeaaan,1
alkuperäinentekniikka,1
eufoorinen,1
nöyryttävä,-1
kostantuu,-1
taajuusia,1
booaamaan,1
pakkokaytattaa,1
pau liitto,1
katkeransävyinen,-2
viilailemaan,1
uuuh ketopellon,1
kiinnostvaa,1
hausskaa,2
kaksviikkoo,1
vastuustaa,1
työttömäta,-1
rukkoilemmaan,1
aanekkaimman,1
kriitiisestä,1
pyyhtii,1
mulkkaa,1
voimakkuusvahva,1
voimakkuuskeskivahva,1
minuarakkaat,1
uudempii,1
saakka koko,1
haliitus,1
eriarvoistaapoliiikka,1
paha enteinen,-1
kkonaan,1
monikulttuurisuususkovaiset,1
hyväll,1
vaanottaa,1
meeeegahauskaa,1
tuuditaa,1
solkkukertaa,1
huuutaa,1
laalaalaa,1
rumajalkainen,-1
kaunisjalkainen,1
huippukokousviikkoloppu,1
lääkäri hoitaja rakastavainen,2
parfymeria liikkeinen,1
joensuu ilomantsi,1
stress,-1
muukaanuusi,1
kuukautisii,1
maaaailman,1
nokkonenrokkomainen,1
ystäävä,1
suurpoliittinen,1
vivuttaa,1
laaketeollisuushan,1
rakkauttaheikko,1
vauvafi,1
punkkii,1
viharikas,-1
super välinpitämätön,1
aikojaparas,1
pahimillaankin,-1
vastuutaa,1
hatziinaaria,1
stalkkaaminen,1
valehtelijsa,-1
uusiinvuotava,1
laittomuu,-1
hyväksyvätkä,1
liikkatunnil,1
iloittanut,1
parempaaan,1
kuuttaa,1
hyvällä,1
kauneintakaan,1
parvekkeelaan,1
muniinsapuhaltelevaa,1
kunniakkaamaksi,1
liikumistapaa,1
kunnioiittaa,1
hyväastä,1
rauhayhdistyslestadiolainen,1
valerii,-1
mustasukkauus,1
viiisaampi,1
suurennettuu,1
iekertakaikkiaan,1
muunkaanlaiseen,1
paras laki,1
hauskaakertokaa,1
riiippuvainen,1
naimiisiin,1
nyiiii,1
mukkhaan,1
loikkaantunut,1
vvvtuko,1
piiikkikammoinen,1
juutalainenpankki,1
mmpessimistiseksi,-2
hyvältä,1
hyvvältä,1
aktiivirahallla,1
paskaselle,-1
vikkumaa,1
vikkumaan,1
villkkumaakin,1
vastakkasiin,1
ampumaurheilu harrastusperusteisissa,-1
itsemurhaaki,-3
sardiinipurkkimainen,1
viiidessä,1
nauraahöröttävä,1
kraaakf,1
hyvägay,1
flirttaileeeilen,1
suurmahtava,-2
kumpaaa,1
otttaaa,1
viikkosista,1
alykkaat,1
väkivaltariippuvainen,-1
kokeillukkaan,1
askarteluliikkeinen,1
sairrrraan,1
kiinnostaviiin,1
feikkikamaa,-1
feikki,-1
pyhhää,2
vihaihen,-1
tehokkaaampia,1
vihoviimeisiä,-1
laadukkaampaa,1
pahimmasssa,-1
hyväksi intuitiiviseen,1
totaalissempaa,1
syntymävanha,1
kauniina,1
antakaaa,1
laittaas,-1
suuretkiitokset,1
kamuil,1
vuotiaaana,1
sensuuntainen,-1
kuuliaa,1
suomaaaalainen,1
hyväkynäinen,1
pahasit,-1
vihotella,-1
idiottisiipi,-2
viikkistä,1
vaikutttaa,1
kaksiviikkoiset,1
hyväku,1
surullinenoloinen,-1
kusekaa,-1
liipasinherkkä,-1
vuokraanataaja,1
väkivaltainentakki,-1
raaka,-1
puhtaamapaa,1
puhdas,1
tyhmyyrestä,-1
huijjarista,-2
paskatäytteinen,-1
pahaaa,-2
kiiireinen,-1
vihakirjoitella,-1
paamaaratietoinen,1
päämäärätietoinen,1
öyhöttävät,-1
halpoja,1
vihamielinen,-1
tyhmänylpeä,-1
mahdollsuuksii,1
hurrrjjjaa,1
maanisdpressiivinen,1
raikkoutuu,1
poliisii,1
huomaamattaa,1
viikkoisia,1
viikkoaolen,1
nordjobbaamaan,1
kaveraa,1
sijoittaapaikka,1
rushoro,-2
hallussaann,1
muunnellamahdollisuus,1
vastauksistaaaaa,1
vieraannuttaatapaus,1
lämpöleikkaa,1
laittamaann,-2
hyvähyvähyvä,1
hyötyisä,1
positiiivisesta,1
paukkuumielen,1
valehdellakierre,-1
rumannäkönen,-1
hyväi,1
illo,1
maailmaparantaaväritteinen,1
esinahka vihamielinen,-1
musiikkisivistynyt,1
sujuuasiallinen,1
aloittaamaan,1
sensuaalinen,-1
kokooontuu,1
viialaan,1
pahatyö,-1
poskessaaan,1
kuutonenluokka,1
suurjulkkeana,1
ajovalotautomaatikka,1
juustokakkutyyppinen,1
kritiikkiäeikä,1
pahimpiä,-1
aaaaika,1
vaihdettiii,1
riskialtttiiseen,1
surmise,-2
hyväksikäyttämään,-2
ennakkoluulonen,1
idiootti tampiot,-2
kuulentouusi,1
hautaumaan,-1
puutteelisiin,1
ärsyttvä,-1
halvaantunut,-1
kultuurikonservatiivinen,1
kauheaaan,-2
itsemurhapommitajatkin,-3
maahanmuutto ummikko,1
kauniit,1
kainiimpaa,1
väkivaltaine,-1
hyvälainen,1
kaverimieleinen,1
vallanhimoinen,-1
narsistinen,-1
ärsyytyneenä,-1
sielunviollinen,-1
kauniinmpaa,2
älykkkäisiin,1
musiikkiaonneksi,1
suuntaanantavia,1
laittaneenki,-1
suursuursuur,1
hallleikkaa,1
paskintakaan,-1
siimaamassapomon,1
hyväkäät,1
öyhöttivät,-1
vahinkoittaa,-1
heeee,1
monikulttuurisuususkovainen,1
vähä piikkiö,1
valehteliaksi,-1
rysssä ernesto,-1
vapaamuureita,1
ystävi,1
hyväksikäytetyiltä,-2
maaaines,1
laittass,-1
kaakkoinenrannikko,1
kiusaajayhteinenkunta,-1
iiiiiso,1
huhuuuhhhh,1
helläsydäminen,1
kehä iii,1
ehdökkaana,1
uusillekkin,1
hyväkskäyttäjien,1
johtaaosaaminen,1
työeläkevakuuttaa,1
kauhean,-1
kuullua,1
etelä afrikkalaisiin,1
kuultuu,1
laitosmuotoinen,-1
uuutisvuoto,1
pedofilsoimaan,-4
mustalainen kerjäläinen,-1
pahatakki,-1
suhteelluusteoriaa,1
riivaaja vartiainen,1
sallliiko,1
nuuttamaan,1
monikulttuuristaa,1
oikeaaa,1
siskollekkiin,1
ihanakiiltelev,1
vihas,-1
saaanalliset,1
itkettaa,-1
seukkaava,1
kirkkaamaksi,1
nsjumala,1
rauhallinensillon,1
mustasukkaane,1
kiinnostuakkin,1
hämäräraahaa,1
diipadaapaan,1
renkkaaminen,1
huuutelu,1
minimaalllinen,1
lispaavaa,1
mukaansatemaavamia,1
milljoonaa,1
kalliissaa,1
pahinpia,-1
valtamediaauttaa,1
lausuakkaan,1
neuvostoliitotyyppinen,1
kiusaamaksikiusaaminen,-1
nettipankkiirifi,1
wow arkkitehtuu,1
voikkaalle,1
kaverihullu,1
nsihanteellinen,1
yllätysvalmis,1
vaarallisii,1
oikeastaaan,1
iiisosta,1
dragsvik jupakkaa,1
kuuumis,1
seuraavaana,1
kiinnostanutitsemurha,-3
poijaaat,1
kepulaisuuttaa,1
mulukkuhhii,1
passkaa,-2
paavopullaa,1
pahastijos,-1
reuraavaakin,1
poliitikkavastainen,1
exkyysmii,1
uusikkosi,1
tyhmillekkin,-1
tampereurjalaakaa,1
pilkunviilaajanasiis,1
kiinnostuneempii,1
hyväkysä,1
vaajaatoiminta,1
huoraamiseta,-2
hymysykulaisiakin,1
liirottaa,1
kauneimmalla,1
puutttuu,1
stubbbbia,1
huulijännekkin,1
muokkaamaaksi,1
ruumiinrakeenteeseeni,1
pliiisss,1
nöyryttävämmin,-1
lihaakalaa,1
kusipaitsi,-1
mätäpuolueelt,-1
huoramainenuusi,-2
vitttuilemaan,-4
vaivaakka,1
hyökänyt,-2
kannatttaako,1
maaviileä,1
karismaatttinen,1
aukeeaa,1
jaazulii,1
odotttaa,1
vähimmäinenpituusvaatimus,1
spagaatiinkin,1
siii,1
suurtaajuuksinen,1
rikollisuusilmeinen,-1
kukkakaalimainen,1
epäilyksiii,1
valevastustaa,-1
alistaaluuseri,1
viippaamaan,1
mammaaaa,1
rauhalllisia,1
sosiaaliasikkaiden,1
asentas,-1
liitto perusteinen,1
pedofiilii,-4
kiinniostaa,1
ylivelkaannuttaa,1
perisuomalidioottinaiivistinen,-2
monikulttuurikriittistä,1
itsekkkäitä,1
sairaalomaa,1
myyntiinonkohan,1
maksimiinformaatio,1
heiiiiiiiiiij,1
äänenlaatuu,1
uuskarismaattisista,1
maailmalaatuinen,1
mahdotontamiss,1
nuoruuttaa,1
liioitellajaa,1
inhottaamaan,-3
xdddddd,1
oikeinottaa,1
kaikkiosaava,1
kyrpäpäinen,-1
vnukkumaan,1
jazzahtavaan,1
työttömyydestävastaavat,-2
vilkkumaa ei,1
huvittavaaa,1
hurrrrjan,1
hauskahko,1
liikaa,1
kuollutjaak,-2
sujuvaliikkeinen,1
kiikosiin,1
kukkiakaa,1
valitaaan,1
vuotiaaana,1
yli iloinen,1
pelottaavaan,1
perkeleno,-1
huhtikuu maalinenkuu,1
sekopoltsina,-1
vahinkoittamis,-1
vauvastamies,1
nuorempaaukkomiestä,1
viiriilinä,1
sieluaa,1
pahinvai,-1
liikaluotottaa,1
vitttu,-3
vaikenemaaan,1
aakkonenarvonta,1
piippuu,1
ottaaan,1
lupaavakuuloinen,1
kaunniseen,1
viikkoinatuli,1
plusssaa,1
rakasteluttais,2
kätsiii,1
viisvuotiaana,1
vanhaalestaa,1
narttumets,-2
friikku,1
rauhassajauhakaa,1
kiusaaami,-2
kiususten,-1
viittumaiseksi,-3
guguguuu,1
rikollisetovat,-1
kytkypuhelinliittyymässä,1
vauvvaa,2
ihailemallas,1
kusetuskohde,-1
paha raha rahasto,-1
tyhhmien,-1
kaveriksuhteeksi,1
super kapitalistinen,1
leikkaamminen,1
suudellaetäisyys,1
keskelläviikkoa,1
todistajuuskaan,1
riidanhaluinenuusi,1
sseuraa,1
pedofiliapalvova,-4
paskemmalta,-1
asennevikainen,-1
aggressiivinentakki,-3
negatiiivista,1
hyväksikäyttämäksi,-2
mummoltavihaan,-1
pahatietopuu,-1
pelastuveitä,1
kostohenkinen,-1
sotilaalisiin,1
sosiaalisii,1
kunnallisvaalitkii,1
rumaihmiset,-1
sukuuusi,1
rikkaammaan,1
kakkonenmaalivahti,1
hautajaisetmusiikki,-2
kriisijohtaa,1
paskaoli,-1
tiikkinen,1
hauska,1
piinaaika,1
viihainen,-1
kirjoittaamusiikki,1
tehtaastakaa,1
pelastuuei,1
viisariinsielt,1
maanpuolustusaktiivi,1
laatikkoaperuss,1
positiiivinen,1
kuseensaattamiseksi,-1
osatyökyttömyyseläkkeeltä,1
eeeee,1
tuuliviirimmäisestä,1
valaanpyytäjiät,1
mätäileepäivystyvä,-1
stressittömämmäksi,-1
wuuhuu,1
kuuluuuuuuuu,1
muunkinlaisiin,1
kiusataa,-1
keksiii,1
kositon,2
piiiitkiin,1
viikkoaeli,1
haukkumaaan,1
lukkkojen,1
taakoittaa,1
paahaa,-2
kiusaaminenfi,-1
vi tuttaa,1
perrrrrkeleenmoinen,-2
moooooooooonta,1
ylämaallaa,1
pedofiilimainen,-4
idioootit,-2
vaaalitko,1
paskasten,-1
hyvälaatunen,1
viissaat,1
maalainenpaikkakunta,1
rauhalllinen,1
muuu,1
runkkailemaa,1
viidakonriiviöt,1
ihhailen,1
lävistysliikkeinen,1
itsemurhaviel,-3
rrrikkaana,1
joulusukka iloinen,1
katkerasuloinen,-2
raiskaillut,-3
vastaavii,1
tilaamasaa,1
palokkaan,1
varkakkaat,1
viholiset,-1
taliban kapinallisia,-1
kuvantaatekniikka,1
huijarivasuri,-2
kakkonentiimi,1
punnkka,1
kiivaast,1
paheksuuntaansa,1
sensuurikestävä,-1
eliminatiivinen,-3
gladistiikka,1
vierasjoukkuekkin,1
matalapalkkaala,1
ettiikka,1
hautautuinen,-1
yksilaatikkoinen,1
pinkkikukkainen,1
jokuuuu,1
kieltäyvä,-1
ampumatiedote,-1
vittunau,-3
suutaa,1
paljaallla,1
isokokkoisuus,1
laittanaat,-1
paikallinenmaadoittaa,1
hyökäämään,-2
vihasokea,-1
palstalleeeeeeeeeeeeeeeeeeee,1
maatalousverottaa,1
rasistisia,-2
kokellaas,1
nuuskasuukko,1
diivadazzler,1
hyvä,1
suurudenhulluus,-2
viuuu,1
laittannen,-1
aktiiviinen,1
vitttumoista,-3
vituttttaa,1
örkkimörkki,1
hyvälllä,1
tyhmäviisas,-1
kurppaseppä,-1
tyyliikäimpi,1
laaukkaita,1
itkenmusta,-1
jneeee,1
erämaatyyppinen,1
suurenmpaa,1
paskamahainen,-1
reeilu,1
daim suklaapatukka,1
kriitiikkiäkin,1
hommaanmiss,1
muutetaa,1
avioliittoamik,2
tunnistaatilaisuus,1
liikkua tila,1
viikkoviikkoo,1
vastuullinenuusi,1
demonstratiivinen,-1
ristiriiitaisia,1
hautajainenraha,-1
kurjalainen,-1
hyökkäyskentällinen,-2
niikuu,1
riiikka,1
vihanpoistoairueet,-1
välityääääksellä,1
opinnotviikkoinen,1
jelppiii,1
suuruudenhullus,-2
kallliit,1
hirrrveä,-2
poikkeulupaa,1
asemakohtainen,-1
posiitivisempaa,1
runkkkaa,1
pahansisuinen,-1
rauhallisempaaki,1
nopeeee,1
vastauksiaaaaaaa,1
uudestaanmenen,1
akaattii,1
kukkapurkkiolis,1
reillu,1
vaaleitakaa,-2
paukkaaei,1
pukunsakkaan,1
pilkkamatta,-1
ressaavaa,1
vaikeaaa,1
vähähiiilihydraattisella,1
uusiissaa,1
vastamuuttaa,1
huuuuuuhaaksi,1
viiittaa,1
pedofiilisiä,-4
uudestamaasta,1
yhteiskuntablogiikkaa,1
rauhallnen,1
maatilamatkaillapaikka,1
kuitenkaansaa,1
lomaanaikaisempana,1
viikkoaja,1
tyylikkaampi,1
säkkimäisiin,1
diggoooo,1
vähäliikkeinen,1
paljastaakkin,1
kumpikaaan,1
kavereihi,1
iloinenen,1
pelastaakoko,1
uusihalllitus,1
whitejumala,1
uudelleenlataaminen,1
osssss,1
super hyvä,1
hiekkaautokuorma,1
lipsaahtaa,1
flirttikuvioinen,1
evoluutiokriittinen,1
hyvälle veljistä,1
paskoontunut,-1
ikääluokkaa,1
mukanaantuomaa,1
todistaamahdollisuus,1
amerikkalainendelegaatio,1
uhkausomainen,-1
kyselytunnillakinrikollinenhuijarituomio,-2
vastatahuijareita,-2
kuuusi,-2
tuuumin,1
maallikkoperustainen,1
hyvältäki,1
seksi hullu,-2
suurinpaa,1
suuntaantoki,1
niinmaar,1
napsakkaa,1
wannnnnnabeeeeeeeee,1
hupsistakeikkaa,1
järkkyyntyä,1
ihanteeeeeena,1
kaikkkkkkkki,1
kauniipaan,2
viikkotuntinen,1
vihalisempaa,-1
asentoi,-1
vihasille,-1
syntymäkiero,1
pyysekkipaska,1
saasuvaitsevainen,1
inhimillisyyteenkaunista,1
kaunispuheinen,1
kaksiviikkoisena,1
viikkohuonot,1
suurinpaan,1
murhahenkinen,-4
aggressiviseksi,-2
halausinkokaan,1
rikoshämäläisen,-1
laitosnuoret,-1
luuruu,1
varakkaansaisin,1
